﻿date,instrument,tenor,yield
45875,CP 3사평균 A1,9,2.71
45875,CP 3사평균 A1,12,2.73
45874,CP 3사평균 A1,1,2.65
45874,CP 3사평균 A1,3,2.7
45874,CP 3사평균 A1,6,2.72
45874,CP 3사평균 A1,9,2.71
45874,CP 3사평균 A1,12,2.73
45873,CP 3사평균 A1,1,2.65
45873,CP 3사평균 A1,3,2.7
45873,CP 3사평균 A1,6,2.72
45873,CP 3사평균 A1,9,2.71
45873,CP 3사평균 A1,12,2.73
45870,CP 3사평균 A1,1,2.65
45870,CP 3사평균 A1,3,2.7
45870,CP 3사평균 A1,6,2.72
45870,CP 3사평균 A1,9,2.71
45870,CP 3사평균 A1,12,2.73
45869,CP 3사평균 A1,1,2.65
45869,CP 3사평균 A1,3,2.7
45869,CP 3사평균 A1,6,2.72
45869,CP 3사평균 A1,9,2.71
45869,CP 3사평균 A1,12,2.73
45868,CP 3사평균 A1,1,2.65
45868,CP 3사평균 A1,3,2.7
45868,CP 3사평균 A1,6,2.72
45868,CP 3사평균 A1,9,2.71
45868,CP 3사평균 A1,12,2.73
45867,CP 3사평균 A1,1,2.65
45867,CP 3사평균 A1,3,2.7
45867,CP 3사평균 A1,6,2.72
45867,CP 3사평균 A1,9,2.71
45867,CP 3사평균 A1,12,2.73
45866,CP 3사평균 A1,1,2.65
45866,CP 3사평균 A1,3,2.7
45866,CP 3사평균 A1,6,2.72
45866,CP 3사평균 A1,9,2.71
45866,CP 3사평균 A1,12,2.73
45863,CP 3사평균 A1,1,2.65
45863,CP 3사평균 A1,3,2.7
45863,CP 3사평균 A1,6,2.72
45863,CP 3사평균 A1,9,2.71
45863,CP 3사평균 A1,12,2.73
45862,CP 3사평균 A1,1,2.65
45862,CP 3사평균 A1,3,2.7
45862,CP 3사평균 A1,6,2.72
45862,CP 3사평균 A1,9,2.71
45862,CP 3사평균 A1,12,2.73
45861,CP 3사평균 A1,1,2.65
45861,CP 3사평균 A1,3,2.7
45861,CP 3사평균 A1,6,2.72
45861,CP 3사평균 A1,9,2.71
45861,CP 3사평균 A1,12,2.73
45860,CP 3사평균 A1,1,2.65
45860,CP 3사평균 A1,3,2.7
45860,CP 3사평균 A1,6,2.72
45860,CP 3사평균 A1,9,2.71
45860,CP 3사평균 A1,12,2.73
45859,CP 3사평균 A1,1,2.65
45859,CP 3사평균 A1,3,2.7
45859,CP 3사평균 A1,6,2.72
45859,CP 3사평균 A1,9,2.71
45859,CP 3사평균 A1,12,2.73
45856,CP 3사평균 A1,1,2.65
45856,CP 3사평균 A1,3,2.7
45856,CP 3사평균 A1,6,2.72
45856,CP 3사평균 A1,9,2.71
45856,CP 3사평균 A1,12,2.73
45855,CP 3사평균 A1,1,2.65
45855,CP 3사평균 A1,3,2.7
45855,CP 3사평균 A1,6,2.72
45855,CP 3사평균 A1,9,2.71
45855,CP 3사평균 A1,12,2.73
45854,CP 3사평균 A1,1,2.65
45854,CP 3사평균 A1,3,2.7
45854,CP 3사평균 A1,6,2.72
45854,CP 3사평균 A1,9,2.71
45854,CP 3사평균 A1,12,2.73
45853,CP 3사평균 A1,1,2.65
45853,CP 3사평균 A1,3,2.7
45853,CP 3사평균 A1,6,2.72
45853,CP 3사평균 A1,9,2.71
45853,CP 3사평균 A1,12,2.73
45852,CP 3사평균 A1,1,2.65
45852,CP 3사평균 A1,3,2.7
45852,CP 3사평균 A1,6,2.72
45852,CP 3사평균 A1,9,2.71
45852,CP 3사평균 A1,12,2.73
45849,CP 3사평균 A1,1,2.65
45849,CP 3사평균 A1,3,2.7
45849,CP 3사평균 A1,6,2.72
45849,CP 3사평균 A1,9,2.71
45849,CP 3사평균 A1,12,2.73
45848,CP 3사평균 A1,1,2.65
45848,CP 3사평균 A1,3,2.7
45848,CP 3사평균 A1,6,2.72
45848,CP 3사평균 A1,9,2.71
45848,CP 3사평균 A1,12,2.73
45847,CP 3사평균 A1,1,2.65
45847,CP 3사평균 A1,3,2.7
45847,CP 3사평균 A1,6,2.72
45847,CP 3사평균 A1,9,2.71
45847,CP 3사평균 A1,12,2.73
45846,CP 3사평균 A1,1,2.65
45846,CP 3사평균 A1,3,2.7
45846,CP 3사평균 A1,6,2.72
45846,CP 3사평균 A1,9,2.71
45846,CP 3사평균 A1,12,2.73
45845,CP 3사평균 A1,1,2.65
45845,CP 3사평균 A1,3,2.7
45845,CP 3사평균 A1,6,2.72
45845,CP 3사평균 A1,9,2.71
45845,CP 3사평균 A1,12,2.73
45842,CP 3사평균 A1,1,2.65
45842,CP 3사평균 A1,3,2.7
45842,CP 3사평균 A1,6,2.72
45842,CP 3사평균 A1,9,2.71
45842,CP 3사평균 A1,12,2.73
45841,CP 3사평균 A1,1,2.65
45841,CP 3사평균 A1,3,2.7
45841,CP 3사평균 A1,6,2.72
45841,CP 3사평균 A1,9,2.71
45841,CP 3사평균 A1,12,2.73
45840,CP 3사평균 A1,1,2.65
45840,CP 3사평균 A1,3,2.7
45840,CP 3사평균 A1,6,2.72
45840,CP 3사평균 A1,9,2.71
45840,CP 3사평균 A1,12,2.73
45839,CP 3사평균 A1,1,2.65
45839,CP 3사평균 A1,3,2.7
45839,CP 3사평균 A1,6,2.72
45839,CP 3사평균 A1,9,2.71
45839,CP 3사평균 A1,12,2.73
45838,CP 3사평균 A1,1,2.65
45838,CP 3사평균 A1,3,2.7
45838,CP 3사평균 A1,6,2.72
45838,CP 3사평균 A1,9,2.71
45838,CP 3사평균 A1,12,2.73
45835,CP 3사평균 A1,1,2.65
45835,CP 3사평균 A1,3,2.7
45835,CP 3사평균 A1,6,2.72
45835,CP 3사평균 A1,9,2.71
45835,CP 3사평균 A1,12,2.73
45834,CP 3사평균 A1,1,2.65
45834,CP 3사평균 A1,3,2.7
45834,CP 3사평균 A1,6,2.72
45834,CP 3사평균 A1,9,2.71
45834,CP 3사평균 A1,12,2.73
45833,CP 3사평균 A1,1,2.64
45833,CP 3사평균 A1,3,2.7
45833,CP 3사평균 A1,6,2.71
45833,CP 3사평균 A1,9,2.71
45833,CP 3사평균 A1,12,2.73
45832,CP 3사평균 A1,1,2.64
45832,CP 3사평균 A1,3,2.7
45832,CP 3사평균 A1,6,2.71
45832,CP 3사평균 A1,9,2.71
45832,CP 3사평균 A1,12,2.73
45831,CP 3사평균 A1,1,2.65
45831,CP 3사평균 A1,3,2.7
45831,CP 3사평균 A1,6,2.72
45831,CP 3사평균 A1,9,2.72
45831,CP 3사평균 A1,12,2.73
45828,CP 3사평균 A1,1,2.65
45828,CP 3사평균 A1,3,2.7
45828,CP 3사평균 A1,6,2.72
45828,CP 3사평균 A1,9,2.72
45828,CP 3사평균 A1,12,2.73
45827,CP 3사평균 A1,1,2.65
45827,CP 3사평균 A1,3,2.7
45827,CP 3사평균 A1,6,2.72
45827,CP 3사평균 A1,9,2.72
45827,CP 3사평균 A1,12,2.73
45826,CP 3사평균 A1,1,2.65
45826,CP 3사평균 A1,3,2.7
45826,CP 3사평균 A1,6,2.72
45826,CP 3사평균 A1,9,2.72
45826,CP 3사평균 A1,12,2.73
45825,CP 3사평균 A1,1,2.65
45825,CP 3사평균 A1,3,2.7
45825,CP 3사평균 A1,6,2.72
45825,CP 3사평균 A1,9,2.72
45825,CP 3사평균 A1,12,2.73
45824,CP 3사평균 A1,1,2.65
45824,CP 3사평균 A1,3,2.71
45824,CP 3사평균 A1,6,2.72
45824,CP 3사평균 A1,9,2.73
45824,CP 3사평균 A1,12,2.74
45821,CP 3사평균 A1,1,2.65
45821,CP 3사평균 A1,3,2.71
45821,CP 3사평균 A1,6,2.72
45821,CP 3사평균 A1,9,2.73
45821,CP 3사평균 A1,12,2.74
45820,CP 3사평균 A1,1,2.65
45820,CP 3사평균 A1,3,2.71
45820,CP 3사평균 A1,6,2.72
45820,CP 3사평균 A1,9,2.73
45820,CP 3사평균 A1,12,2.74
45819,CP 3사평균 A1,1,2.65
45819,CP 3사평균 A1,3,2.71
45819,CP 3사평균 A1,6,2.72
45819,CP 3사평균 A1,9,2.73
45819,CP 3사평균 A1,12,2.74
45818,CP 3사평균 A1,1,2.65
45818,CP 3사평균 A1,3,2.71
45818,CP 3사평균 A1,6,2.72
45818,CP 3사평균 A1,9,2.73
45818,CP 3사평균 A1,12,2.74
45817,CP 3사평균 A1,1,2.65
45817,CP 3사평균 A1,3,2.71
45817,CP 3사평균 A1,6,2.72
45817,CP 3사평균 A1,9,2.73
45817,CP 3사평균 A1,12,2.74
45813,CP 3사평균 A1,1,2.66
45813,CP 3사평균 A1,3,2.71
45813,CP 3사평균 A1,6,2.73
45813,CP 3사평균 A1,9,2.74
45813,CP 3사평균 A1,12,2.74
45812,CP 3사평균 A1,1,2.66
45812,CP 3사평균 A1,3,2.72
45812,CP 3사평균 A1,6,2.73
45812,CP 3사평균 A1,9,2.75
45812,CP 3사평균 A1,12,2.75
45810,CP 3사평균 A1,1,2.67
45810,CP 3사평균 A1,3,2.73
45810,CP 3사평균 A1,6,2.74
45810,CP 3사평균 A1,9,2.76
45810,CP 3사평균 A1,12,2.76
45807,CP 3사평균 A1,1,2.67
45807,CP 3사평균 A1,3,2.73
45807,CP 3사평균 A1,6,2.74
45807,CP 3사평균 A1,9,2.76
45807,CP 3사평균 A1,12,2.76
45806,CP 3사평균 A1,1,2.77
45806,CP 3사평균 A1,3,2.84
45806,CP 3사평균 A1,6,2.85
45806,CP 3사평균 A1,9,2.89
45806,CP 3사평균 A1,12,2.87
45805,CP 3사평균 A1,1,2.86
45805,CP 3사평균 A1,3,2.88
45805,CP 3사평균 A1,6,2.89
45805,CP 3사평균 A1,9,2.92
45805,CP 3사평균 A1,12,2.91
45804,CP 3사평균 A1,1,2.86
45804,CP 3사평균 A1,3,2.88
45804,CP 3사평균 A1,6,2.89
45804,CP 3사평균 A1,9,2.92
45804,CP 3사평균 A1,12,2.91
45803,CP 3사평균 A1,1,2.86
45803,CP 3사평균 A1,3,2.89
45803,CP 3사평균 A1,6,2.9
45803,CP 3사평균 A1,9,2.92
45803,CP 3사평균 A1,12,2.92
45800,CP 3사평균 A1,1,2.86
45800,CP 3사평균 A1,3,2.89
45800,CP 3사평균 A1,6,2.9
45800,CP 3사평균 A1,9,2.92
45800,CP 3사평균 A1,12,2.92
45799,CP 3사평균 A1,1,2.86
45799,CP 3사평균 A1,3,2.89
45799,CP 3사평균 A1,6,2.9
45799,CP 3사평균 A1,9,2.92
45799,CP 3사평균 A1,12,2.92
45798,CP 3사평균 A1,1,2.87
45798,CP 3사평균 A1,3,2.89
45798,CP 3사평균 A1,6,2.9
45798,CP 3사평균 A1,9,2.92
45798,CP 3사평균 A1,12,2.92
45797,CP 3사평균 A1,1,2.87
45797,CP 3사평균 A1,3,2.89
45797,CP 3사평균 A1,6,2.9
45797,CP 3사평균 A1,9,2.92
45797,CP 3사평균 A1,12,2.92
45796,CP 3사평균 A1,1,2.88
45796,CP 3사평균 A1,3,2.89
45796,CP 3사평균 A1,6,2.91
45796,CP 3사평균 A1,9,2.92
45796,CP 3사평균 A1,12,2.93
45793,CP 3사평균 A1,1,2.88
45793,CP 3사평균 A1,3,2.9
45793,CP 3사평균 A1,6,2.91
45793,CP 3사평균 A1,9,2.92
45793,CP 3사평균 A1,12,2.93
45792,CP 3사평균 A1,1,2.89
45792,CP 3사평균 A1,3,2.9
45792,CP 3사평균 A1,6,2.92
45792,CP 3사평균 A1,9,2.92
45792,CP 3사평균 A1,12,2.94
45791,CP 3사평균 A1,1,2.89
45791,CP 3사평균 A1,3,2.9
45791,CP 3사평균 A1,6,2.92
45791,CP 3사평균 A1,9,2.92
45791,CP 3사평균 A1,12,2.94
45790,CP 3사평균 A1,1,2.89
45790,CP 3사평균 A1,3,2.9
45790,CP 3사평균 A1,6,2.92
45790,CP 3사평균 A1,9,2.92
45790,CP 3사평균 A1,12,2.94
45789,CP 3사평균 A1,1,2.89
45789,CP 3사평균 A1,3,2.9
45789,CP 3사평균 A1,6,2.92
45789,CP 3사평균 A1,9,2.92
45789,CP 3사평균 A1,12,2.94
45786,CP 3사평균 A1,1,2.9
45786,CP 3사평균 A1,3,2.9
45786,CP 3사평균 A1,6,2.92
45786,CP 3사평균 A1,9,2.92
45786,CP 3사평균 A1,12,2.94
45785,CP 3사평균 A1,1,2.9
45785,CP 3사평균 A1,3,2.9
45785,CP 3사평균 A1,6,2.92
45785,CP 3사평균 A1,9,2.92
45785,CP 3사평균 A1,12,2.94
45784,CP 3사평균 A1,1,2.9
45784,CP 3사평균 A1,3,2.9
45784,CP 3사평균 A1,6,2.93
45784,CP 3사평균 A1,9,2.92
45784,CP 3사평균 A1,12,2.94
45779,CP 3사평균 A1,1,2.9
45779,CP 3사평균 A1,3,2.9
45779,CP 3사평균 A1,6,2.93
45779,CP 3사평균 A1,9,2.92
45779,CP 3사평균 A1,12,2.94
45777,CP 3사평균 A1,1,2.9
45777,CP 3사평균 A1,3,2.9
45777,CP 3사평균 A1,6,2.93
45777,CP 3사평균 A1,9,2.92
45777,CP 3사평균 A1,12,2.94
45776,CP 3사평균 A1,1,2.9
45776,CP 3사평균 A1,3,2.9
45776,CP 3사평균 A1,6,2.93
45776,CP 3사평균 A1,9,2.93
45776,CP 3사평균 A1,12,2.95
45775,CP 3사평균 A1,1,2.9
45775,CP 3사평균 A1,3,2.9
45775,CP 3사평균 A1,6,2.94
45775,CP 3사평균 A1,9,2.93
45775,CP 3사평균 A1,12,2.95
45772,CP 3사평균 A1,1,2.9
45772,CP 3사평균 A1,3,2.91
45772,CP 3사평균 A1,6,2.94
45772,CP 3사평균 A1,9,2.93
45772,CP 3사평균 A1,12,2.95
45771,CP 3사평균 A1,1,2.9
45771,CP 3사평균 A1,3,2.91
45771,CP 3사평균 A1,6,2.94
45771,CP 3사평균 A1,9,2.93
45771,CP 3사평균 A1,12,2.95
45770,CP 3사평균 A1,1,2.9
45770,CP 3사평균 A1,3,2.91
45770,CP 3사평균 A1,6,2.94
45770,CP 3사평균 A1,9,2.94
45770,CP 3사평균 A1,12,2.96
45769,CP 3사평균 A1,1,2.9
45769,CP 3사평균 A1,3,2.91
45769,CP 3사평균 A1,6,2.94
45769,CP 3사평균 A1,9,2.94
45769,CP 3사평균 A1,12,2.96
45768,CP 3사평균 A1,1,2.9
45768,CP 3사평균 A1,3,2.91
45768,CP 3사평균 A1,6,2.94
45768,CP 3사평균 A1,9,2.94
45768,CP 3사평균 A1,12,2.96
45765,CP 3사평균 A1,1,2.9
45765,CP 3사평균 A1,3,2.91
45765,CP 3사평균 A1,6,2.94
45765,CP 3사평균 A1,9,2.94
45765,CP 3사평균 A1,12,2.96
45764,CP 3사평균 A1,1,2.91
45764,CP 3사평균 A1,3,2.91
45764,CP 3사평균 A1,6,2.95
45764,CP 3사평균 A1,9,2.94
45764,CP 3사평균 A1,12,2.96
45763,CP 3사평균 A1,1,2.91
45763,CP 3사평균 A1,3,2.91
45763,CP 3사평균 A1,6,2.95
45763,CP 3사평균 A1,9,2.96
45763,CP 3사평균 A1,12,2.97
45762,CP 3사평균 A1,1,2.91
45762,CP 3사평균 A1,3,2.92
45762,CP 3사평균 A1,6,2.96
45762,CP 3사평균 A1,9,2.97
45762,CP 3사평균 A1,12,2.98
45761,CP 3사평균 A1,1,2.91
45761,CP 3사평균 A1,3,2.92
45761,CP 3사평균 A1,6,2.96
45761,CP 3사평균 A1,9,2.97
45761,CP 3사평균 A1,12,2.98
45758,CP 3사평균 A1,1,2.91
45758,CP 3사평균 A1,3,2.92
45758,CP 3사평균 A1,6,2.96
45758,CP 3사평균 A1,9,2.98
45758,CP 3사평균 A1,12,2.98
45757,CP 3사평균 A1,1,2.91
45757,CP 3사평균 A1,3,2.92
45757,CP 3사평균 A1,6,2.96
45757,CP 3사평균 A1,9,2.98
45757,CP 3사평균 A1,12,2.98
45756,CP 3사평균 A1,1,2.91
45756,CP 3사평균 A1,3,2.92
45756,CP 3사평균 A1,6,2.96
45756,CP 3사평균 A1,9,2.98
45756,CP 3사평균 A1,12,2.98
45755,CP 3사평균 A1,1,2.91
45755,CP 3사평균 A1,3,2.92
45755,CP 3사평균 A1,6,2.96
45755,CP 3사평균 A1,9,2.98
45755,CP 3사평균 A1,12,2.98
45754,CP 3사평균 A1,1,2.92
45754,CP 3사평균 A1,3,2.93
45754,CP 3사평균 A1,6,2.97
45754,CP 3사평균 A1,9,2.98
45754,CP 3사평균 A1,12,2.99
45751,CP 3사평균 A1,1,2.93
45751,CP 3사평균 A1,3,2.94
45751,CP 3사평균 A1,6,2.98
45751,CP 3사평균 A1,9,2.99
45751,CP 3사평균 A1,12,3
45750,CP 3사평균 A1,1,2.93
45750,CP 3사평균 A1,3,2.94
45750,CP 3사평균 A1,6,2.99
45750,CP 3사평균 A1,9,3
45750,CP 3사평균 A1,12,3
45749,CP 3사평균 A1,1,2.94
45749,CP 3사평균 A1,3,2.96
45749,CP 3사평균 A1,6,2.99
45749,CP 3사평균 A1,9,3
45749,CP 3사평균 A1,12,3.01
45748,CP 3사평균 A1,1,2.95
45748,CP 3사평균 A1,3,2.97
45748,CP 3사평균 A1,6,3
45748,CP 3사평균 A1,9,3.01
45748,CP 3사평균 A1,12,3.02
45747,CP 3사평균 A1,1,2.96
45747,CP 3사평균 A1,3,2.97
45747,CP 3사평균 A1,6,3.01
45747,CP 3사평균 A1,9,3.02
45747,CP 3사평균 A1,12,3.02
45744,CP 3사평균 A1,1,2.96
45744,CP 3사평균 A1,3,2.97
45744,CP 3사평균 A1,6,3.01
45744,CP 3사평균 A1,9,3.02
45744,CP 3사평균 A1,12,3.02
45743,CP 3사평균 A1,1,2.96
45743,CP 3사평균 A1,3,2.97
45743,CP 3사평균 A1,6,3.01
45743,CP 3사평균 A1,9,3.02
45743,CP 3사평균 A1,12,3.02
45742,CP 3사평균 A1,1,2.96
45742,CP 3사평균 A1,3,2.97
45742,CP 3사평균 A1,6,3.01
45742,CP 3사평균 A1,9,3.02
45742,CP 3사평균 A1,12,3.02
45741,CP 3사평균 A1,1,2.96
45741,CP 3사평균 A1,3,2.97
45741,CP 3사평균 A1,6,3.01
45741,CP 3사평균 A1,9,3.02
45741,CP 3사평균 A1,12,3.02
45740,CP 3사평균 A1,1,2.96
45740,CP 3사평균 A1,3,2.97
45740,CP 3사평균 A1,6,3.01
45740,CP 3사평균 A1,9,3.02
45740,CP 3사평균 A1,12,3.02
45737,CP 3사평균 A1,1,2.96
45737,CP 3사평균 A1,3,2.97
45737,CP 3사평균 A1,6,3.01
45737,CP 3사평균 A1,9,3.02
45737,CP 3사평균 A1,12,3.02
45736,CP 3사평균 A1,1,2.96
45736,CP 3사평균 A1,3,2.97
45736,CP 3사평균 A1,6,3.01
45736,CP 3사평균 A1,9,3.02
45736,CP 3사평균 A1,12,3.02
45735,CP 3사평균 A1,1,2.96
45735,CP 3사평균 A1,3,2.97
45735,CP 3사평균 A1,6,3.01
45735,CP 3사평균 A1,9,3.02
45735,CP 3사평균 A1,12,3.02
45734,CP 3사평균 A1,1,2.96
45734,CP 3사평균 A1,3,2.97
45734,CP 3사평균 A1,6,3.01
45734,CP 3사평균 A1,9,3.02
45734,CP 3사평균 A1,12,3.02
45733,CP 3사평균 A1,1,2.96
45733,CP 3사평균 A1,3,2.97
45733,CP 3사평균 A1,6,3.01
45733,CP 3사평균 A1,9,3.02
45733,CP 3사평균 A1,12,3.02
45730,CP 3사평균 A1,1,2.96
45730,CP 3사평균 A1,3,2.97
45730,CP 3사평균 A1,6,3.01
45730,CP 3사평균 A1,9,3.02
45730,CP 3사평균 A1,12,3.02
45729,CP 3사평균 A1,1,2.96
45729,CP 3사평균 A1,3,2.97
45729,CP 3사평균 A1,6,3.01
45729,CP 3사평균 A1,9,3.02
45729,CP 3사평균 A1,12,3.02
45728,CP 3사평균 A1,1,2.96
45728,CP 3사평균 A1,3,2.97
45728,CP 3사평균 A1,6,3.01
45728,CP 3사평균 A1,9,3.02
45728,CP 3사평균 A1,12,3.03
45727,CP 3사평균 A1,1,2.96
45727,CP 3사평균 A1,3,2.97
45727,CP 3사평균 A1,6,3.01
45727,CP 3사평균 A1,9,3.02
45727,CP 3사평균 A1,12,3.03
45726,CP 3사평균 A1,1,2.96
45726,CP 3사평균 A1,3,2.98
45726,CP 3사평균 A1,6,3.02
45726,CP 3사평균 A1,9,3.03
45726,CP 3사평균 A1,12,3.03
45723,CP 3사평균 A1,1,2.96
45723,CP 3사평균 A1,3,2.98
45723,CP 3사평균 A1,6,3.02
45723,CP 3사평균 A1,9,3.04
45723,CP 3사평균 A1,12,3.03
45722,CP 3사평균 A1,1,2.97
45722,CP 3사평균 A1,3,2.99
45722,CP 3사평균 A1,6,3.03
45722,CP 3사평균 A1,9,3.04
45722,CP 3사평균 A1,12,3.04
45721,CP 3사평균 A1,1,2.97
45721,CP 3사평균 A1,3,2.99
45721,CP 3사평균 A1,6,3.03
45721,CP 3사평균 A1,9,3.04
45721,CP 3사평균 A1,12,3.04
45720,CP 3사평균 A1,1,2.97
45720,CP 3사평균 A1,3,3
45720,CP 3사평균 A1,6,3.03
45720,CP 3사평균 A1,9,3.04
45720,CP 3사평균 A1,12,3.05
45716,CP 3사평균 A1,1,2.98
45716,CP 3사평균 A1,3,3.01
45716,CP 3사평균 A1,6,3.04
45716,CP 3사평균 A1,9,3.04
45716,CP 3사평균 A1,12,3.05
45715,CP 3사평균 A1,1,2.99
45715,CP 3사평균 A1,3,3.02
45715,CP 3사평균 A1,6,3.05
45715,CP 3사평균 A1,9,3.05
45715,CP 3사평균 A1,12,3.06
45714,CP 3사평균 A1,1,3
45714,CP 3사평균 A1,3,3.03
45714,CP 3사평균 A1,6,3.06
45714,CP 3사평균 A1,9,3.06
45714,CP 3사평균 A1,12,3.07
45713,CP 3사평균 A1,1,3.01
45713,CP 3사평균 A1,3,3.05
45713,CP 3사평균 A1,6,3.07
45713,CP 3사평균 A1,9,3.1
45713,CP 3사평균 A1,12,3.08
45712,CP 3사평균 A1,1,3.12
45712,CP 3사평균 A1,3,3.13
45712,CP 3사평균 A1,6,3.14
45712,CP 3사평균 A1,9,3.16
45712,CP 3사평균 A1,12,3.15
45709,CP 3사평균 A1,1,3.13
45709,CP 3사평균 A1,3,3.14
45709,CP 3사평균 A1,6,3.16
45709,CP 3사평균 A1,9,3.18
45709,CP 3사평균 A1,12,3.17
45708,CP 3사평균 A1,1,3.16
45708,CP 3사평균 A1,3,3.18
45708,CP 3사평균 A1,6,3.2
45708,CP 3사평균 A1,9,3.22
45708,CP 3사평균 A1,12,3.21
45707,CP 3사평균 A1,1,3.16
45707,CP 3사평균 A1,3,3.18
45707,CP 3사평균 A1,6,3.21
45707,CP 3사평균 A1,9,3.22
45707,CP 3사평균 A1,12,3.21
45706,CP 3사평균 A1,1,3.16
45706,CP 3사평균 A1,3,3.18
45706,CP 3사평균 A1,6,3.21
45706,CP 3사평균 A1,9,3.22
45706,CP 3사평균 A1,12,3.21
45705,CP 3사평균 A1,1,3.16
45705,CP 3사평균 A1,3,3.18
45705,CP 3사평균 A1,6,3.21
45705,CP 3사평균 A1,9,3.22
45705,CP 3사평균 A1,12,3.21
45702,CP 3사평균 A1,1,3.16
45702,CP 3사평균 A1,3,3.18
45702,CP 3사평균 A1,6,3.21
45702,CP 3사평균 A1,9,3.22
45702,CP 3사평균 A1,12,3.22
45701,CP 3사평균 A1,1,3.17
45701,CP 3사평균 A1,3,3.19
45701,CP 3사평균 A1,6,3.22
45701,CP 3사평균 A1,9,3.22
45701,CP 3사평균 A1,12,3.23
45700,CP 3사평균 A1,1,3.17
45700,CP 3사평균 A1,3,3.19
45700,CP 3사평균 A1,6,3.22
45700,CP 3사평균 A1,9,3.22
45700,CP 3사평균 A1,12,3.23
45699,CP 3사평균 A1,1,3.17
45699,CP 3사평균 A1,3,3.19
45699,CP 3사평균 A1,6,3.22
45699,CP 3사평균 A1,9,3.22
45699,CP 3사평균 A1,12,3.23
45698,CP 3사평균 A1,1,3.17
45698,CP 3사평균 A1,3,3.19
45698,CP 3사평균 A1,6,3.22
45698,CP 3사평균 A1,9,3.22
45698,CP 3사평균 A1,12,3.23
45695,CP 3사평균 A1,1,3.17
45695,CP 3사평균 A1,3,3.19
45695,CP 3사평균 A1,6,3.22
45695,CP 3사평균 A1,9,3.22
45695,CP 3사평균 A1,12,3.23
45694,CP 3사평균 A1,1,3.17
45694,CP 3사평균 A1,3,3.19
45694,CP 3사평균 A1,6,3.22
45694,CP 3사평균 A1,9,3.22
45694,CP 3사평균 A1,12,3.23
45693,CP 3사평균 A1,1,3.17
45693,CP 3사평균 A1,3,3.19
45693,CP 3사평균 A1,6,3.22
45693,CP 3사평균 A1,9,3.22
45693,CP 3사평균 A1,12,3.23
45692,CP 3사평균 A1,1,3.17
45692,CP 3사평균 A1,3,3.19
45692,CP 3사평균 A1,6,3.22
45692,CP 3사평균 A1,9,3.22
45692,CP 3사평균 A1,12,3.23
45691,CP 3사평균 A1,1,3.17
45691,CP 3사평균 A1,3,3.19
45691,CP 3사평균 A1,6,3.22
45691,CP 3사평균 A1,9,3.22
45691,CP 3사평균 A1,12,3.23
45688,CP 3사평균 A1,1,3.17
45688,CP 3사평균 A1,3,3.19
45688,CP 3사평균 A1,6,3.22
45688,CP 3사평균 A1,9,3.22
45688,CP 3사평균 A1,12,3.23
45681,CP 3사평균 A1,1,3.17
45681,CP 3사평균 A1,3,3.19
45681,CP 3사평균 A1,6,3.22
45681,CP 3사평균 A1,9,3.22
45681,CP 3사평균 A1,12,3.23
45680,CP 3사평균 A1,1,3.17
45680,CP 3사평균 A1,3,3.19
45680,CP 3사평균 A1,6,3.22
45680,CP 3사평균 A1,9,3.22
45680,CP 3사평균 A1,12,3.23
45679,CP 3사평균 A1,1,3.17
45679,CP 3사평균 A1,3,3.2
45679,CP 3사평균 A1,6,3.22
45679,CP 3사평균 A1,9,3.22
45679,CP 3사평균 A1,12,3.23
45678,CP 3사평균 A1,1,3.17
45678,CP 3사평균 A1,3,3.2
45678,CP 3사평균 A1,6,3.22
45678,CP 3사평균 A1,9,3.22
45678,CP 3사평균 A1,12,3.23
45677,CP 3사평균 A1,1,3.17
45677,CP 3사평균 A1,3,3.2
45677,CP 3사평균 A1,6,3.23
45677,CP 3사평균 A1,9,3.22
45677,CP 3사평균 A1,12,3.23
45674,CP 3사평균 A1,1,3.17
45674,CP 3사평균 A1,3,3.21
45674,CP 3사평균 A1,6,3.24
45674,CP 3사평균 A1,9,3.24
45674,CP 3사평균 A1,12,3.24
45673,CP 3사평균 A1,1,3.18
45673,CP 3사평균 A1,3,3.22
45673,CP 3사평균 A1,6,3.24
45673,CP 3사평균 A1,9,3.25
45673,CP 3사평균 A1,12,3.25
45672,CP 3사평균 A1,1,3.18
45672,CP 3사평균 A1,3,3.23
45672,CP 3사평균 A1,6,3.25
45672,CP 3사평균 A1,9,3.27
45672,CP 3사평균 A1,12,3.26
45671,CP 3사평균 A1,1,3.18
45671,CP 3사평균 A1,3,3.24
45671,CP 3사평균 A1,6,3.26
45671,CP 3사평균 A1,9,3.29
45671,CP 3사평균 A1,12,3.27
45670,CP 3사평균 A1,1,3.2
45670,CP 3사평균 A1,3,3.28
45670,CP 3사평균 A1,6,3.3
45670,CP 3사평균 A1,9,3.31
45670,CP 3사평균 A1,12,3.31
45667,CP 3사평균 A1,1,3.21
45667,CP 3사평균 A1,3,3.28
45667,CP 3사평균 A1,6,3.31
45667,CP 3사평균 A1,9,3.32
45667,CP 3사평균 A1,12,3.31
45666,CP 3사평균 A1,1,3.21
45666,CP 3사평균 A1,3,3.3
45666,CP 3사평균 A1,6,3.32
45666,CP 3사평균 A1,9,3.34
45666,CP 3사평균 A1,12,3.32
45665,CP 3사평균 A1,1,3.21
45665,CP 3사평균 A1,3,3.31
